SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY_CODE,COUNTY,CITY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHOICE_IND,DISTRICT_NAME,SCHOOL_NAME,LOW_GRADE,HIGH_GRADE,GRADE_LEVEL,GRADE_LEVEL_DESC,GROUP_BY,GROUP_BY_VALUE,STUDENT_COUNT
2021-22,School District,5,39,Marquette,,3689,,[All],,Montello,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,5,39,Marquette,,3689,,[All],,Montello,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,8
2021-22,School District,5,39,Marquette,,3689,,[All],,Montello,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,8
2021-22,School District,5,39,Marquette,,3689,,[All],,Montello,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,5
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,1,1,All Students,All Students,8
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,2,2,All Students,All Students,9
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,3,3,All Students,All Students,7
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,4,4,All Students,All Students,7
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,5,5,All Students,All Students,6
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,6,6,All Students,All Students,4
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,7,7,All Students,All Students,1
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,8,8,All Students,All Students,4
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,8
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,8
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,PK,Pre-kindergarten,All Students,All Students,5
2021-22,Private school,5,39,Marquette,Montello,3689,4880,Elementary School,No,Montello,Saint Johns Lutheran School,K4,8,All Grades,All Grades,All Students,All Students,67
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,All Grades,All Grades,All Students,All Students,25
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,1,1,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,2,2,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,3,3,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,4,4,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,5,5,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,6,6,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,7,7,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,8,8,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,9,9,All Students,All Students,6
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,10,10,All Students,All Students,3
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,11,11,All Students,All Students,7
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,12,12,All Students,All Students,9
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,0
2021-22,School District,9,37,Marathon,,3787,,[All],,Mosinee,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,1,1,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,2,2,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,3,3,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,4,4,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,5,5,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,6,6,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,7,7,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,8,8,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,9,9,All Students,All Students,6
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,10,10,All Students,All Students,3
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,11,11,All Students,All Students,7
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,12,12,All Students,All Students,9
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,KG,5-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,9,37,Marathon,Mosinee,3787,1488,High School,No,Mosinee,Wisconsin Valley Lutheran High,9,12,All Grades,All Grades,All Students,All Students,25
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,All Grades,All Grades,All Students,All Students,55
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,1,1,All Students,All Students,5
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,2,2,All Students,All Students,6
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,3,3,All Students,All Students,7
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,4,4,All Students,All Students,3
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,5,5,All Students,All Students,8
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,6,6,All Students,All Students,4
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,7,7,All Students,All Students,6
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,8,8,All Students,All Students,2
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,9,9,All Students,All Students,0
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,10,10,All Students,All Students,0
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,11,11,All Students,All Students,0
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,3
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,9
2021-22,School District,2,13,Dane,,3794,,[All],,Mount Horeb Area,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,2
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,All Grades,All Grades,All Students,All Students,55
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,1,1,All Students,All Students,5
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,2,2,All Students,All Students,6
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,3,3,All Students,All Students,7
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,4,4,All Students,All Students,3
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,5,5,All Students,All Students,8
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,6,6,All Students,All Students,4
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,7,7,All Students,All Students,6
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,8,8,All Students,All Students,2
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,3
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,9
2021-22,Private school,2,13,Dane,Mount Horeb,3794,1794,Elementary School,Yes,Mount Horeb Area,High Point Christian School,K4,8,PK,Pre-kindergarten,All Students,All Students,2
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,All Grades,All Grades,All Students,All Students,414
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,1,1,All Students,All Students,33
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,2,2,All Students,All Students,31
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,3,3,All Students,All Students,21
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,4,4,All Students,All Students,30
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,5,5,All Students,All Students,35
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,6,6,All Students,All Students,39
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,7,7,All Students,All Students,17
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,8,8,All Students,All Students,23
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,9,9,All Students,All Students,2
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,10,10,All Students,All Students,1
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,11,11,All Students,All Students,1
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,12,12,All Students,All Students,1
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,63
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,46
2021-22,School District,1,67,Waukesha,,3822,,[All],,Mukwonago,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,71
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,1,1,All Students,All Students,5
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,2,2,All Students,All Students,9
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,3,3,All Students,All Students,5
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,4,4,All Students,All Students,9
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,5,5,All Students,All Students,14
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,6,6,All Students,All Students,12
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,7,7,All Students,All Students,5
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,8,8,All Students,All Students,7
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,13
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,13
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,PK,Pre-kindergarten,All Students,All Students,11
2021-22,Private school,1,67,Waukesha,Big Bend,3822,365,Elementary School,Yes,Mukwonago,Christ Lutheran School,K4,8,All Grades,All Grades,All Students,All Students,103
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,All Grades,All Grades,All Students,All Students,40
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,1,1,All Students,All Students,4
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,2,2,All Students,All Students,1
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,3,3,All Students,All Students,1
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,4,4,All Students,All Students,2
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,5,5,All Students,All Students,4
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,6,6,All Students,All Students,1
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,7,7,All Students,All Students,1
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,8,8,All Students,All Students,2
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,9,9,All Students,All Students,2
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,10,10,All Students,All Students,1
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,11,11,All Students,All Students,1
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,12,12,All Students,All Students,1
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,K4,4-year-old Kindergarten,All Students,All Students,6
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,KG,5-year-old Kindergarten,All Students,All Students,4
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,1312,Combined Elementary/Secondary School,No,Mukwonago,Nature's Classroom Montessori School,K4,12,PK,Pre-kindergarten,All Students,All Students,9
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,1,1,All Students,All Students,16
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,2,2,All Students,All Students,8
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,3,3,All Students,All Students,7
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,4,4,All Students,All Students,12
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,5,5,All Students,All Students,7
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,6,6,All Students,All Students,15
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,7,7,All Students,All Students,8
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,8,8,All Students,All Students,3
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,35
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,18
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,PK,Pre-kindergarten,All Students,All Students,51
2021-22,Private school,1,67,Waukesha,Mukwonago,3822,4885,Elementary School,Yes,Mukwonago,Saint Johns Lutheran School,K4,8,All Grades,All Grades,All Students,All Students,180
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,All Grades,All Grades,All Students,All Students,91
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,1,1,All Students,All Students,8
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,2,2,All Students,All Students,13
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,3,3,All Students,All Students,8
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,4,4,All Students,All Students,7
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,5,5,All Students,All Students,10
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,6,6,All Students,All Students,11
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,7,7,All Students,All Students,3
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,8,8,All Students,All Students,11
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,9
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,11
2021-22,Private school,1,67,Waukesha,Big Bend,3822,5000,Elementary School,No,Mukwonago,Saint Joseph Catholic School,K4,8,PK,Pre-kindergarten,All Students,All Students,0
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,1,1,All Students,All Students,41
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,2,2,All Students,All Students,41
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,3,3,All Students,All Students,36
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,4,4,All Students,All Students,44
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,5,5,All Students,All Students,41
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,6,6,All Students,All Students,36
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,7,7,All Students,All Students,39
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,8,8,All Students,All Students,38
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,9,9,All Students,All Students,0
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,10,10,All Students,All Students,0
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,11,11,All Students,All Students,0
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,12,12,All Students,All Students,0
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,K4,4-year-old Kindergarten,All Students,All Students,60
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,KG,5-year-old Kindergarten,All Students,All Students,39
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,PK,Pre-kindergarten,All Students,All Students,13
2021-22,School District,1,67,Waukesha,,3857,,[All],,Muskego-Norway,[Districtwide],,,All Grades,All Grades,All Students,All Students,428
2021-22,Private school,1,67,Waukesha,Muskego,3857,5555,Elementary School,Yes,Muskego-Norway,Saint Leonard School,K4,8,All Grades,All Grades,All Students,All Students,145
2021-22,Private school,1,67,Waukesha,Muskego,3857,5555,Elementary School,Yes,Muskego-Norway,Saint Leonard School,K4,8,1,1,All Students,All Students,14
2021-22,Private school,1,67,Waukesha,Muskego,3857,5555,Elementary School,Yes,Muskego-Norway,Saint Leonard School,K4,8,2,2,All Students,All Students,16
2021-22,Private school,1,67,Waukesha,Muskego,3857,5555,Elementary School,Yes,Muskego-Norway,Saint Leonard School,K4,8,3,3,All Students,All Students,11
2021-22,Private school,1,67,Waukesha,Muskego,3857,5555,Elementary School,Yes,Muskego-Norway,Saint Leonard School,K4,8,4,4,All Students,All Students,13
2021-22,Private school,1,67,Waukesha,Muskego,3857,5555,Elementary School,Yes,Muskego-Norway,Saint Leonard School,K4,8,5,5,All Students,All Students,19
2021-22,Private school,1,67,Waukesha,Muskego,3857,5555,Elementary School,Yes,Muskego-Norway,Saint Leonard School,K4,8,6,6,All Students,All Students,12
2021-22,Private school,1,67,Waukesha,Muskego,3857,5555,Elementary School,Yes,Muskego-Norway,Saint Leonard School,K4,8,7,7,All Students,All Students,13
2021-22,Private school,1,67,Waukesha,Muskego,3857,5555,Elementary School,Yes,Muskego-Norway,Saint Leonard School,K4,8,8,8,All Students,All Students,13
